opportunity_id,account_id,account_name,outcome,created_date,close_date,segment,region,industry,product_tier,value_metric,list_acv,booked_acv,platform_fee_acv,usage_acv,term_months,quantity,rep_id,approved_by,competitor_present,lost_reason
OPP-00990,ACC-0264,  Pinnacle Networks Corp. ,closed_won,2024-08-30,2024-10-11,MidMarket,EMEA,Infra/API,Starter,hybrid,35266.29,30391.39,11252.59,19138.8,12,2637.0,REP-00,,false,
OPP-00991,ACC-0245,juniper co.,closed_lost,2024-06-20,2024-08-26,Enterprise,APAC,MarTech,Growth,hybrid,400240.03,321721.62,138109.31,183612.31,24,21342.0,REP-09,MGR-02,true,product
OPP-00992,ACC-0173,Monarch Networks Inc.,closed_lost,2024-07-11,2024-07-30,MidMarket,NA,Security,Growth,consumption,40103.39,30481.41,0.0,30481.41,12,2919.0,REP-01,,false,no_decision
OPP-00993,ACC-0040,"Equinox Software, Inc.",closed_lost,2024-11-05,2024-12-25,SMB,EMEA,FinTech,Scale,consumption,14232.76,11825.78,0.0,11825.78,12,671.0,REP-01,,false,product
OPP-00994,,"Quartz Cloud, Inc.",closed_lost,2024-11-14,2024-11-22,SMB,EMEA,Data/Analytics,Starter,hybrid,16032.36,14837.54,6638.34,8199.2,12,3112.0,REP-06,,true,competitor
OPP-00995,,Acme Digital LLC,closed_lost,2024-07-30,2024-09-17,SMB,NA,Data/Analytics,Scale,hybrid,9710.29,8313.67,4493.24,3820.43,36,391.0,REP-02,,false,product
OPP-00996,ACC-0252,Globex Data Inc,closed_won,2024-11-23,2025-01-30,Enterprise,NA,DevTools,Starter,hybrid,148833.96,115107.16,37772.08,77335.08,12,116398.0,REP-07,,false,
OPP-00997,ACC-0220,Onyx Networks Corp.,closed_won,2024-06-14,2024-08-30,SMB,EMEA,FinTech,Scale,hybrid,8376.03,7530.51,3126.23,4404.28,36,342.0,REP-06,,true,
OPP-00998,ACC-0094,  Ironclad Cloud Co. ,closed_won,2024-10-14,2024-11-09,MidMarket,EMEA,Infra/API,Starter,hybrid,48755.53,41429.55,23033.83,18395.72,12,8990.0,REP-08,MGR-00,true,
OPP-00999,ACC-0120,Juniper Technologies Inc,closed_lost,2024-11-17,2024-12-13,SMB,NA,Security,Enterprise,seats,16860.97,15373.56,15373.56,0.0,24,18.0,REP-03,,false,price
OPP-01000,ACC-0123,"Umbra Software, Inc.",closed_won,2024-11-08,2024-11-26,SMB,NA,FinTech,Growth,consumption,8133.28,7105.41,0.0,7105.41,36,417.0,REP-03,,false,
OPP-01001,ACC-0081,Cobalt Software Co.,closed_won,2024-07-12,2024-10-14,SMB,NA,DevTools,Enterprise,seats,10661.79,10656.62,10656.62,0.0,12,8.0,REP-02,,false,
OPP-01002,ACC-0230,Cobalt Cloud Inc,closed_lost,2024-10-11,2025-01-10,MidMarket,NA,Vertical SaaS,Scale,hybrid,75235.28,61828.2,24895.5,36932.7,12,3417.0,REP-08,MGR-01,true,no_decision
OPP-01003,ACC-0111,Tessera Data Inc,closed_won,2024-05-18,2024-08-05,SMB,EMEA,Infra/API,Enterprise,hybrid,6907.18,6550.24,2306.67,4243.57,12,441.0,REP-04,,false,
OPP-01004,,  pinnacle inc ,closed_won,2024-08-18,2024-10-20,MidMarket,NA,Data/Analytics,Starter,hybrid,30727.68,26278.71,18384.87,7893.84,24,15357.0,REP-10,,false,
OPP-01005,ACC-0162,Onyx Digital Inc,closed_won,2025-03-20,2025-05-26,MidMarket,NA,MarTech,Starter,hybrid,55202.33,49074.63,10959.7,38114.93,12,4534.0,REP-06,,false,
OPP-01006,ACC-0122,  nimbus data inc ,closed_lost,2024-11-08,2025-01-01,MidMarket,NA,Vertical SaaS,Growth,hybrid,58104.32,49470.06,16405.21,33064.85,24,2965.0,REP-09,,true,no_decision
OPP-01007,ACC-0205,Quartz Labs Inc.,closed_won,2024-04-19,2024-07-03,SMB,APAC,Data/Analytics,Growth,hybrid,30994.71,29412.22,19290.97,10121.25,12,8798.0,REP-08,,false,
OPP-01008,ACC-0052,Zephyr Labs Co.,closed_won,2024-06-06,2024-08-23,MidMarket,NA,Security,Growth,seats,58913.33,52839.24,52839.24,0.0,36,27.0,REP-08,,true,
OPP-01009,ACC-0167,Umbra Corp.,closed_won,2024-10-22,2024-10-29,SMB,NA,FinTech,Growth,hybrid,4294.79,4134.75,3307.8,826.95,24,1618.0,REP-11,,false,
OPP-01010,ACC-0044,INITECH SOFTWARE,closed_won,2025-05-31,2025-06-27,MidMarket,NA,Security,Scale,hybrid,67122.45,49951.63,14964.39,34987.24,12,2750.0,REP-05,MGR-00,false,
OPP-01011,,Juniper Software Inc,closed_lost,2025-04-05,2025-05-30,MidMarket,NA,Infra/API,Growth,hybrid,21314.03,18889.78,10052.06,8837.72,36,1138.0,REP-10,,false,price
OPP-01012,,Aurora Software Co.,closed_won,2025-04-13,2025-05-21,MidMarket,NA,Security,Scale,consumption,64197.45,61322.16,0.0,61322.16,12,4453.0,REP-09,,false,
OPP-01013,,Juniper Inc,closed_won,2024-08-17,2024-10-17,SMB,NA,Data/Analytics,Growth,seats,9877.14,8570.16,8570.16,0.0,12,4.0,REP-05,,false,
OPP-01014,ACC-0202,Aurora Networks Corp.,closed_lost,2025-01-19,2025-03-17,SMB,NA,Infra/API,Starter,hybrid,11543.03,9694.42,5989.89,3704.53,12,676.0,REP-08,,true,timing
OPP-01015,ACC-0277,Northwind Labs Corp.,closed_won,2024-12-30,2025-04-08,Enterprise,NA,MarTech,Growth,consumption,401255.06,303633.36,0.0,303633.36,36,17050.0,REP-05,,false,
OPP-01016,,GLOBEX DIGITAL CORP.,closed_lost,2024-06-03,2024-07-13,MidMarket,APAC,MarTech,Scale,hybrid,84879.4,68325.05,43554.0,24771.05,12,3704.0,REP-07,MGR-04,true,product
OPP-01017,,Ridgeline Data,closed_lost,2024-11-04,2024-12-04,Enterprise,EMEA,Data/Analytics,Scale,seats,239828.83,181502.45,181502.45,0.0,24,144.0,REP-04,MGR-00,true,timing
OPP-01018,,Lumen Software Co.,closed_won,2025-01-20,2025-05-06,SMB,NA,MarTech,Growth,hybrid,20750.44,18945.71,13029.22,5916.49,12,3433.0,REP-05,,false,
OPP-01019,ACC-0074,"Solstice AI, Inc.",closed_won,2024-08-09,2024-10-08,SMB,APAC,DevTools,Growth,hybrid,27797.39,27173.46,10438.84,16734.62,24,2330.0,REP-02,,false,
OPP-01020,ACC-0216,NORTHWIND SOFTWARE CO.,closed_lost,2025-02-01,2025-05-07,MidMarket,NA,DevTools,Growth,hybrid,53583.12,42359.63,23746.26,18613.37,12,5090.0,REP-07,MGR-04,true,timing
OPP-01021,ACC-0052,Zephyr Labs Corp.,closed_won,2024-11-30,2025-02-06,MidMarket,EMEA,Infra/API,Scale,seats,53654.38,45280.64,45280.64,0.0,24,34.0,REP-11,MGR-02,true,
OPP-01022,,Globex Digital Inc.,closed_lost,2025-05-09,2025-06-15,MidMarket,APAC,Vertical SaaS,Starter,hybrid,60024.16,48424.16,21751.39,26672.77,12,4742.0,REP-04,,true,product
OPP-01023,ACC-0254,Ironclad,closed_won,2024-10-25,2025-02-01,Enterprise,NA,Infra/API,Starter,hybrid,217072.32,154806.23,52665.11,102141.12,12,115111.0,REP-00,MGR-03,true,
OPP-01024,ACC-0054,"Oasis, Inc.",closed_won,2025-06-07,2025-06-20,SMB,NA,Infra/API,Growth,hybrid,10873.14,9008.66,6639.64,2369.02,36,495.0,REP-08,,true,
OPP-01025,ACC-0273,Monarch Cloud Inc,closed_won,2024-07-12,2024-09-27,SMB,APAC,Data/Analytics,Growth,hybrid,26221.09,21129.85,4371.43,16758.42,24,7555.0,REP-02,MGR-04,false,
OPP-01026,ACC-0211,Initech Digital Inc,closed_lost,2025-06-05,2025-06-27,SMB,NA,DevTools,Starter,hybrid,13908.74,10939.61,4408.52,6531.09,24,780.0,REP-08,,true,timing
OPP-01027,ACC-0013,Umbra Digital,closed_lost,2025-04-18,2025-06-13,Enterprise,NA,FinTech,Starter,hybrid,184792.85,136235.26,35276.21,100959.05,24,89391.0,REP-07,MGR-01,false,timing
OPP-01028,,Halcyon Cloud Inc.,closed_won,2024-11-14,2024-12-04,MidMarket,NA,MarTech,Starter,hybrid,24010.77,22867.16,5614.41,17252.75,12,2341.0,REP-11,,false,
OPP-01029,ACC-0099,Wavelength Data LLC,closed_lost,2025-05-14,2025-06-25,SMB,NA,Infra/API,Scale,hybrid,16489.73,13553.33,4150.09,9403.24,12,1731.0,REP-07,,false,no_decision
OPP-01030,,pinnacle inc,closed_lost,2024-08-21,2024-11-14,SMB,EMEA,MarTech,Growth,hybrid,7669.04,6248.94,3561.78,2687.16,24,4549.0,REP-01,MGR-02,true,price
OPP-01031,ACC-0057,initech systems,closed_lost,2024-11-25,2025-03-02,Enterprise,EMEA,Data/Analytics,Starter,seats,69386.95,53364.19,53364.19,0.0,36,29.0,REP-03,MGR-03,false,product
OPP-01032,,  Tessera Labs Inc ,closed_won,2025-03-22,2025-04-27,SMB,EMEA,FinTech,Scale,hybrid,14647.32,13030.0,6051.78,6978.22,12,591.0,REP-03,,true,
OPP-01033,,Wavelength Systems Co.,closed_lost,2024-11-14,2025-01-13,SMB,NA,FinTech,Scale,hybrid,13345.11,12908.03,5986.99,6921.04,12,1429.0,REP-11,,false,competitor
OPP-01034,ACC-0149,fathom software llc,closed_lost,2025-03-30,2025-06-06,MidMarket,APAC,FinTech,Starter,hybrid,33073.2,29777.56,7238.85,22538.71,12,4887.0,REP-10,,false,no_decision
OPP-01035,ACC-0276,Ridgeline Systems Inc.,closed_lost,2024-06-01,2024-09-07,SMB,APAC,Infra/API,Enterprise,seats,11673.23,11419.8,11419.8,0.0,12,5.0,REP-04,,false,timing
OPP-01036,,Lumen Digital,closed_lost,2024-11-16,2025-01-16,SMB,APAC,MarTech,Enterprise,hybrid,16949.59,15687.84,6805.49,8882.35,12,1018.0,REP-10,,true,competitor
OPP-01037,ACC-0021,JUNIPER CLOUD LLC,closed_lost,2024-06-15,2024-09-05,Enterprise,EMEA,Vertical SaaS,Scale,hybrid,452183.23,366280.08,163545.27,202734.81,24,78305.0,REP-07,MGR-01,false,product
OPP-01038,ACC-0235,"Globex Systems, Inc.",closed_won,2024-08-27,2024-10-23,SMB,EMEA,Infra/API,Enterprise,hybrid,17778.46,14133.14,6229.81,7903.33,36,854.0,REP-03,MGR-02,true,
OPP-01039,ACC-0051,  NORTHWIND SYSTEMS CORP. ,closed_won,2024-11-11,2025-01-11,SMB,EMEA,Vertical SaaS,Starter,hybrid,11298.61,10490.61,6250.15,4240.46,24,558.0,REP-01,,false,
OPP-01040,,Globex Labs Inc,closed_lost,2024-11-16,2025-03-03,Enterprise,NA,Infra/API,Growth,hybrid,316872.9,266009.05,128018.36,137990.69,12,39425.0,REP-10,MGR-00,false,competitor
OPP-01041,ACC-0146,Zephyr LLC,closed_won,2024-12-02,2025-01-17,MidMarket,NA,FinTech,Growth,hybrid,97896.06,82627.53,23905.21,58722.32,36,5086.0,REP-10,,true,
OPP-01042,,"  Catalyst Technologies, Inc. ",closed_won,2025-04-02,2025-05-15,MidMarket,EMEA,MarTech,Growth,hybrid,27953.5,24538.45,9043.89,15494.56,24,1133.0,REP-08,,false,
OPP-01043,ACC-0157,"Ridgeline AI, Inc.",closed_won,2025-06-05,2025-06-28,SMB,NA,Data/Analytics,Growth,seats,9224.33,7332.67,7332.67,0.0,12,3.0,REP-01,MGR-03,false,
OPP-01044,,  Monarch AI Co. ,closed_won,2025-03-02,2025-06-21,Enterprise,NA,Infra/API,Scale,consumption,438594.24,318448.76,0.0,318448.76,12,29720.0,REP-06,MGR-01,false,
OPP-01045,ACC-0223,Juniper Digital Inc.,closed_won,2025-01-31,2025-03-18,SMB,NA,DevTools,Growth,hybrid,19123.87,16647.24,6683.97,9963.27,12,916.0,REP-04,,false,
OPP-01046,,Oasis Networks LLC,closed_won,2024-10-11,2024-11-07,MidMarket,NA,Infra/API,Growth,hybrid,71427.37,61025.4,29015.92,32009.48,12,27068.0,REP-08,,false,
OPP-01047,ACC-0131,Halcyon Data Corp.,closed_won,2025-04-29,2025-06-14,SMB,NA,Infra/API,Scale,seats,9428.98,9097.74,9097.74,0.0,12,7.0,REP-10,,false,
OPP-01048,ACC-0208,Pinnacle Digital Inc.,closed_won,2025-03-24,2025-04-28,SMB,EMEA,Data/Analytics,Scale,seats,15948.68,14995.62,14995.62,0.0,24,7.0,REP-06,,false,
OPP-01049,,cobalt labs inc.,closed_won,2025-04-09,2025-05-13,SMB,NA,Infra/API,Growth,hybrid,13763.61,13287.06,7058.31,6228.75,24,3372.0,REP-11,,false,
OPP-01050,ACC-0264,Pinnacle Networks Co.,closed_won,2025-01-26,2025-03-22,MidMarket,NA,MarTech,Growth,hybrid,79167.22,65519.04,27497.12,38021.92,12,16878.0,REP-02,,false,
OPP-01051,,"vantage labs, inc.",closed_won,2024-11-19,2025-01-15,SMB,NA,MarTech,Enterprise,hybrid,5350.47,4890.44,2044.87,2845.57,12,245.0,REP-10,,true,
OPP-01052,,NORTHWIND DIGITAL LLC,closed_won,2024-08-02,2024-09-18,MidMarket,EMEA,DevTools,Scale,hybrid,56513.02,49993.11,26421.8,23571.31,12,2267.0,REP-10,,false,
OPP-01053,,Onyx Data Inc,closed_lost,2025-03-19,2025-05-25,Enterprise,NA,MarTech,Starter,consumption,127660.67,103130.11,0.0,103130.11,36,6389.0,REP-09,MGR-01,true,competitor
OPP-01054,,  Solstice Networks Corp. ,closed_won,2024-10-18,2025-01-05,SMB,NA,MarTech,Enterprise,consumption,21646.13,21646.13,0.0,21646.13,12,1400.0,REP-11,,false,
OPP-01055,ACC-0225,Initech,closed_won,2025-01-06,2025-02-27,MidMarket,NA,Infra/API,Starter,seats,52548.47,44804.14,44804.14,0.0,36,33.0,REP-02,,true,
OPP-01056,ACC-0244,  pinnacle systems inc ,closed_won,2024-11-15,2024-12-23,MidMarket,NA,FinTech,Enterprise,consumption,60746.95,47183.28,0.0,47183.28,12,7726.0,REP-02,,true,
OPP-01057,ACC-0034,Solstice Software LLC,closed_won,2024-12-22,2025-02-19,SMB,EMEA,Security,Growth,seats,10298.65,9844.18,9844.18,0.0,12,5.0,REP-00,,false,
OPP-01058,ACC-0132,Wavelength,closed_lost,2024-06-26,2024-07-14,SMB,EMEA,Infra/API,Growth,hybrid,12858.88,12024.98,7315.47,4709.51,12,1341.0,REP-09,,true,competitor
OPP-01059,,Quartz Networks Corp.,closed_lost,2024-07-06,2024-08-15,SMB,NA,FinTech,Starter,consumption,11670.77,10691.96,0.0,10691.96,12,1176.0,REP-05,,false,price
OPP-01060,,Vertex Digital LLC,closed_won,2025-01-02,2025-04-22,Enterprise,NA,Infra/API,Growth,seats,521592.62,399344.06,399344.06,0.0,24,590.0,REP-03,MGR-04,true,
OPP-01061,ACC-0093,Tessera AI Inc,closed_lost,2025-01-02,2025-03-05,MidMarket,EMEA,MarTech,Starter,consumption,70635.48,56838.11,0.0,56838.11,24,5644.0,REP-00,MGR-02,true,price
OPP-01062,ACC-0263,Umbra AI LLC,closed_lost,2025-03-26,2025-05-23,SMB,NA,Infra/API,Growth,seats,16487.66,15882.4,15882.4,0.0,12,6.0,REP-03,,false,price
OPP-01063,,"Solstice Labs, Inc.",closed_won,2025-03-11,2025-05-28,SMB,NA,FinTech,Growth,consumption,15853.18,15853.18,0.0,15853.18,12,945.0,REP-11,,false,
OPP-01064,ACC-0075,Zephyr Software Inc,closed_won,2024-09-28,2025-01-20,Enterprise,APAC,DevTools,Scale,hybrid,97732.59,70059.99,22733.63,47326.36,12,7279.0,REP-00,MGR-01,true,
OPP-01065,ACC-0003,Lattice Technologies,closed_won,2024-04-22,2024-07-09,SMB,APAC,DevTools,Enterprise,seats,14107.41,12365.74,12365.74,0.0,24,9.0,REP-00,,true,
OPP-01066,ACC-0144,  Wavelength AI Corp. ,closed_lost,2024-10-27,2024-11-03,MidMarket,NA,Infra/API,Starter,seats,75001.41,64197.84,64197.84,0.0,36,53.0,REP-03,,true,timing
OPP-01067,,Northwind Technologies,closed_lost,2024-10-18,2024-11-23,MidMarket,NA,Security,Starter,hybrid,46299.79,38923.71,23635.14,15288.57,12,3239.0,REP-03,,false,product
OPP-01068,,Onyx Labs Corp.,closed_won,2025-03-27,2025-05-18,SMB,NA,Security,Scale,hybrid,21197.01,18464.42,10469.58,7994.84,12,24160.0,REP-02,,false,
OPP-01069,ACC-0048,Tessera Networks Inc.,closed_lost,2025-05-07,2025-05-14,SMB,APAC,DevTools,Scale,hybrid,8243.87,7566.86,4439.44,3127.42,36,618.0,REP-02,,true,no_decision
OPP-01070,ACC-0144,Wavelength AI LLC,closed_lost,2025-04-21,2025-05-14,SMB,NA,Security,Growth,hybrid,15929.12,14440.09,5247.03,9193.06,12,847.0,REP-06,,true,price
OPP-01071,ACC-0136,Kestrel AI Inc.,closed_lost,2025-02-03,2025-03-26,Enterprise,NA,Infra/API,Enterprise,consumption,239382.16,157191.2,0.0,157191.2,12,19257.0,REP-00,MGR-04,true,timing
OPP-01072,ACC-0181,Globex Digital Inc.,closed_lost,2024-12-25,2025-02-27,SMB,NA,FinTech,Scale,hybrid,22825.09,22825.09,10953.19,11871.9,36,1520.0,REP-11,,false,price
OPP-01073,ACC-0198,VANTAGE,closed_won,2025-03-19,2025-06-12,MidMarket,EMEA,Data/Analytics,Starter,hybrid,113380.77,95021.52,51463.32,43558.2,12,13592.0,REP-05,MGR-02,false,
OPP-01074,ACC-0073,SOLSTICE DATA LLC,closed_won,2025-01-13,2025-02-06,SMB,NA,DevTools,Starter,seats,14431.84,13777.56,13777.56,0.0,12,14.0,REP-04,,true,
OPP-01075,,Vertex Software,closed_won,2024-09-20,2024-11-20,SMB,EMEA,DevTools,Starter,seats,7125.16,6295.46,6295.46,0.0,24,7.0,REP-00,,true,
OPP-01076,ACC-0147,Tessera Labs Inc.,closed_lost,2024-07-16,2024-08-17,SMB,NA,Infra/API,Starter,hybrid,5789.72,5295.29,2831.12,2464.17,12,325.0,REP-02,,false,no_decision
OPP-01077,ACC-0049,Ridgeline Cloud LLC,closed_lost,2024-08-14,2024-10-03,SMB,EMEA,Data/Analytics,Starter,hybrid,11209.82,10730.31,5427.2,5303.11,36,539.0,REP-10,,false,no_decision
OPP-01078,ACC-0149,Fathom Software Co.,closed_won,2024-08-15,2024-09-25,MidMarket,APAC,Security,Starter,seats,50597.95,42664.26,42664.26,0.0,12,37.0,REP-04,,false,
OPP-01079,ACC-0041,Ironclad Software Corp.,closed_lost,2024-12-28,2025-03-06,SMB,NA,MarTech,Scale,hybrid,16466.21,16028.21,9008.73,7019.48,12,2656.0,REP-08,,false,price
OPP-01080,,Ironclad Technologies Corp.,closed_lost,2024-04-10,2024-07-08,MidMarket,NA,MarTech,Starter,hybrid,49620.72,39787.32,19595.58,20191.74,12,5744.0,REP-01,,true,timing
OPP-01081,ACC-0085,Juniper Networks,closed_won,2024-11-26,2025-02-04,MidMarket,EMEA,Data/Analytics,Scale,hybrid,62270.81,56928.3,21275.75,35652.55,24,5015.0,REP-04,,false,
OPP-01082,,Wavelength Digital Corp.,closed_lost,2024-05-21,2024-07-09,SMB,NA,Security,Growth,hybrid,9922.44,8251.77,3709.05,4542.72,12,1257.0,REP-03,MGR-01,true,product
OPP-01083,ACC-0015,Equinox Labs LLC,closed_lost,2024-05-31,2024-07-29,SMB,APAC,DevTools,Scale,hybrid,14120.1,12924.56,7563.93,5360.63,12,853.0,REP-10,,false,product
OPP-01084,ACC-0257,Wavelength Software Corp.,closed_won,2024-06-12,2024-08-16,MidMarket,NA,FinTech,Scale,hybrid,82332.88,73968.28,46913.17,27055.11,12,3526.0,REP-04,,false,
OPP-01085,ACC-0064,"Lumen Systems, Inc.",closed_won,2024-08-04,2024-10-31,MidMarket,EMEA,Security,Growth,hybrid,41515.11,37642.88,16641.67,21001.21,12,2211.0,REP-09,,true,
OPP-01086,ACC-0284,CATALYST LABS INC.,closed_won,2025-01-02,2025-04-06,Enterprise,NA,Security,Growth,hybrid,336994.5,274507.59,114833.56,159674.03,36,600838.0,REP-11,MGR-04,true,
OPP-01087,ACC-0039,Tessera Technologies,closed_lost,2024-08-23,2024-10-26,SMB,NA,Infra/API,Starter,seats,14935.34,14220.8,14220.8,0.0,24,6.0,REP-03,,false,price
OPP-01088,ACC-0183,Globex Software Corp.,closed_lost,2024-09-07,2024-12-05,Enterprise,NA,Data/Analytics,Growth,consumption,236497.25,190691.15,0.0,190691.15,24,15673.0,REP-02,MGR-03,false,competitor
OPP-01089,ACC-0139,Fathom Networks Co.,closed_won,2024-11-16,2024-11-23,SMB,EMEA,Security,Growth,seats,8126.87,7844.13,7844.13,0.0,12,3.0,REP-10,,true,
OPP-01090,ACC-0067,"Quartz, Inc.",closed_lost,2024-11-09,2025-01-18,SMB,EMEA,Vertical SaaS,Starter,hybrid,14053.94,12490.98,4499.22,7991.76,24,617.0,REP-11,,true,no_decision
OPP-01091,ACC-0106,Vantage Labs,closed_won,2025-01-22,2025-05-08,Enterprise,APAC,Data/Analytics,Starter,consumption,154915.49,129945.29,0.0,129945.29,12,16499.0,REP-11,,true,
OPP-01092,ACC-0121,Equinox AI LLC,closed_won,2024-11-10,2025-02-21,MidMarket,EMEA,Security,Growth,seats,49194.69,42671.29,42671.29,0.0,24,58.0,REP-01,,false,
OPP-01093,ACC-0176,  NORTHWIND DIGITAL INC. ,closed_won,2024-11-13,2024-12-08,SMB,NA,MarTech,Growth,hybrid,18571.19,16227.84,6595.08,9632.76,12,1880.0,REP-07,,false,
OPP-01094,ACC-0220,"Onyx Networks, Inc.",closed_lost,2024-08-19,2024-09-29,MidMarket,EMEA,Vertical SaaS,Scale,consumption,140541.73,97906.83,0.0,97906.83,12,14808.0,REP-01,MGR-01,false,product
OPP-01095,,  Vantage AI Inc ,closed_lost,2025-01-20,2025-04-07,SMB,NA,Vertical SaaS,Starter,consumption,13564.11,11792.44,0.0,11792.44,36,6754.0,REP-04,,true,product
OPP-01096,ACC-0114,Umbra Technologies Corp.,closed_won,2024-06-26,2024-08-14,SMB,APAC,DevTools,Enterprise,consumption,7118.44,6586.69,0.0,6586.69,12,2498.0,REP-04,,false,
OPP-01097,,Fathom Cloud,closed_lost,2024-06-03,2024-07-04,SMB,NA,FinTech,Starter,consumption,9156.63,8063.08,0.0,8063.08,12,444.0,REP-10,,true,product
OPP-01098,ACC-0077,"Tessera Cloud, Inc.",closed_lost,2024-04-23,2024-07-07,SMB,NA,DevTools,Growth,hybrid,29860.25,27491.62,12765.85,14725.77,12,2736.0,REP-08,,true,no_decision
OPP-01099,,Wavelength Data LLC,closed_won,2025-05-08,2025-06-25,MidMarket,APAC,DevTools,Scale,hybrid,61507.14,48025.77,22461.06,25564.71,12,3135.0,REP-11,,false,
OPP-01100,ACC-0242,Quartz Networks Inc.,closed_won,2024-07-29,2024-10-10,SMB,NA,Vertical SaaS,Starter,hybrid,14191.15,13203.07,8140.81,5062.26,12,1055.0,REP-10,,false,
OPP-01101,ACC-0226,Halcyon AI Inc,closed_lost,2025-04-18,2025-05-09,MidMarket,EMEA,MarTech,Scale,hybrid,16486.88,14802.2,9138.75,5663.45,24,792.0,REP-04,,false,competitor
OPP-01102,ACC-0231,Umbra Systems Co.,closed_lost,2024-06-11,2024-08-04,SMB,EMEA,MarTech,Scale,hybrid,13843.54,12665.46,2055.37,10610.09,36,2020.0,REP-10,,true,price
OPP-01103,ACC-0076,Kestrel Digital Inc,closed_won,2024-12-09,2025-01-26,SMB,NA,MarTech,Scale,hybrid,8512.84,7455.09,2082.89,5372.2,12,706.0,REP-01,,true,
OPP-01104,ACC-0064,LUMEN SYSTEMS INC,closed_lost,2024-05-24,2024-07-28,MidMarket,NA,MarTech,Starter,seats,55628.86,50472.61,50472.61,0.0,24,59.0,REP-02,,false,no_decision
OPP-01105,ACC-0121,"Equinox AI, Inc.",closed_lost,2025-03-12,2025-04-14,SMB,NA,Security,Enterprise,seats,7638.54,7110.4,7110.4,0.0,36,3.0,REP-10,,false,no_decision
OPP-01106,ACC-0128,Vertex Data Inc.,closed_lost,2024-07-23,2024-09-25,MidMarket,NA,MarTech,Growth,consumption,65936.16,52475.02,0.0,52475.02,12,3457.0,REP-00,MGR-02,false,competitor
OPP-01107,ACC-0226,"Halcyon AI, Inc.",closed_lost,2025-05-03,2025-06-04,SMB,NA,Vertical SaaS,Growth,seats,16145.64,13707.27,13707.27,0.0,12,9.0,REP-07,MGR-03,true,competitor
OPP-01108,,TESSERA,closed_lost,2025-04-07,2025-04-14,SMB,APAC,DevTools,Growth,hybrid,14084.0,13828.19,3911.61,9916.58,12,1509.0,REP-10,,false,competitor
OPP-01109,ACC-0122,"  NIMBUS DATA, INC. ",closed_won,2024-05-14,2024-08-11,SMB,NA,MarTech,Growth,consumption,8634.13,6992.13,0.0,6992.13,36,784.0,REP-02,MGR-00,true,
OPP-01110,,Lumen Systems Corp.,closed_won,2024-09-30,2024-10-07,SMB,EMEA,Infra/API,Growth,seats,26898.9,21930.12,21930.12,0.0,12,30.0,REP-08,,true,
OPP-01111,,Equinox Digital Co.,closed_lost,2024-07-21,2024-08-24,MidMarket,NA,Infra/API,Starter,hybrid,35575.48,30983.16,14065.27,16917.89,24,1876.0,REP-06,,true,product
OPP-01112,ACC-0160,"Halcyon Cloud, Inc.",closed_won,2024-10-20,2024-11-01,SMB,NA,Data/Analytics,Growth,hybrid,4418.94,4418.94,1352.85,3066.09,12,366.0,REP-08,,false,
OPP-01113,ACC-0275,Monarch Inc.,closed_won,2025-04-27,2025-06-28,SMB,EMEA,Security,Scale,hybrid,38073.44,31175.99,12623.51,18552.48,12,2220.0,REP-03,MGR-00,false,
OPP-01114,,Northwind Data Co.,closed_lost,2024-12-15,2024-12-22,SMB,EMEA,FinTech,Scale,hybrid,9583.19,7117.0,2725.85,4391.15,36,922.0,REP-01,MGR-04,true,competitor
OPP-01115,,Tessera AI Corp.,closed_lost,2024-09-10,2024-11-20,SMB,NA,Security,Starter,consumption,5205.69,5119.85,0.0,5119.85,12,575.0,REP-11,,false,price
OPP-01116,ACC-0018,"Kestrel, Inc.",closed_lost,2025-03-22,2025-05-31,Enterprise,NA,FinTech,Growth,seats,440913.22,324932.72,324932.72,0.0,24,210.0,REP-01,,true,no_decision
OPP-01117,ACC-0220,Onyx Networks,closed_lost,2024-12-15,2025-02-25,SMB,NA,Infra/API,Growth,hybrid,12159.45,11200.37,5093.56,6106.81,36,629.0,REP-04,,false,price
OPP-01118,ACC-0148,SOLSTICE INC,closed_won,2024-05-10,2024-09-08,MidMarket,NA,MarTech,Scale,hybrid,35641.24,32772.71,14643.9,18128.81,12,2065.0,REP-00,,false,
OPP-01119,ACC-0075,Zephyr Software Inc.,closed_won,2024-09-30,2025-01-21,Enterprise,APAC,DevTools,Growth,hybrid,176142.4,137925.79,62026.12,75899.67,36,44253.0,REP-02,MGR-01,false,
OPP-01120,ACC-0134,Umbra Cloud Inc.,closed_lost,2025-04-06,2025-05-22,MidMarket,NA,FinTech,Starter,seats,43977.61,33857.76,33857.76,0.0,36,25.0,REP-07,MGR-03,true,timing
OPP-01121,ACC-0041,Ironclad Software Corp.,closed_won,2025-05-04,2025-06-30,MidMarket,NA,Data/Analytics,Growth,hybrid,65035.44,45891.01,20953.67,24937.34,12,66540.0,REP-00,MGR-01,true,
OPP-01122,ACC-0291,Wavelength Digital Co.,closed_lost,2024-09-12,2024-11-20,SMB,NA,FinTech,Scale,hybrid,13066.15,12540.51,6558.48,5982.03,36,1014.0,REP-02,,false,no_decision
OPP-01123,,  Halcyon Data Corp. ,closed_won,2024-11-05,2024-12-23,MidMarket,NA,FinTech,Growth,consumption,59754.77,44880.42,0.0,44880.42,12,2395.0,REP-04,MGR-03,true,
